"Tube_Line","From_Station","To_Station","Color","Type"
"Bakerloo","Baker Street","Regents Park","Brown","Tube"
"Bakerloo","Charing Cross","Embankment","Brown","Tube"
"Bakerloo","Edgware Road","Marylebone","Brown","Tube"
"Bakerloo","Embankment","Waterloo","Brown","Tube"
"Bakerloo","Harlesden","Willesden Junction","Brown","Tube"
"Bakerloo","Harrow and Wealdstone","Kenton","Brown","Tube"
"Bakerloo","Kensal Green","Queens Park","Brown","Tube"
"Bakerloo","Kenton","South Kenton","Brown","Tube"
"Bakerloo","Kilburn Park","Maida Vale","Brown","Tube"
"Bakerloo","Lambeth North","Elephant and Castle","Brown","Tube"
"Bakerloo","Maida Vale","Warwick Avenue","Brown","Tube"
"Bakerloo","Marylebone","Baker Street","Brown","Tube"
"Bakerloo","North Wembley","Wembley Central","Brown","Tube"
"Bakerloo","Oxford Circus","Piccadilly Circus","Brown","Tube"
"Bakerloo","Paddington","Edgware Road","Brown","Tube"
"Bakerloo","Piccadilly Circus","Charing Cross","Brown","Tube"
"Bakerloo","Queens Park","Kilburn Park","Brown","Tube"
"Bakerloo","Regents Park","Oxford Circus","Brown","Tube"
"Bakerloo","South Kenton","North Wembley","Brown","Tube"
"Bakerloo","Stonebridge Park","Harlesden","Brown","Tube"
"Bakerloo","Warwick Avenue","Paddington","Brown","Tube"
"Bakerloo","Waterloo","Lambeth North","Brown","Tube"
"Bakerloo","Wembley Central","Stonebridge Park","Brown","Tube"
"Bakerloo","Willesden Junction","Kensal Green","Brown","Tube"
"C2C","Barking","Dagenham Dock","Violet","Train"
"C2C","Barking","Upminster","Violet","Train"
"C2C","Dagenham Dock","Purfleet","Violet","Train"
"C2C","Dagenham Dock","Rainham","Violet","Train"
"C2C","Fenchurch Street","Limehouse","Violet","Train"
"C2C","Fenchurch Street","Stratford","Violet","Train"
"C2C","Limehouse","West Ham","Violet","Train"
"C2C","Liverpool Street","Stratford","Violet","Train"
"C2C","Ockendon","Chafford Hundred","Violet","Train"
"C2C","Stratford","Barking","Violet","Train"
"C2C","Upminster","Ockendon","Violet","Train"
"C2C","West Ham","Barking","Violet","Train"
"Central","Bank","St. Pauls","Red","Tube"
"Central","Barkingside","Fairlop","Red","Tube"
"Central","Bethnal Green","Liverpool Street","Red","Tube"
"Central","Bond Street","Marble Arch","Red","Tube"
"Central","Buckhurst Hill","Woodford","Red","Tube"
"Central","Chancery Lane","Holborn","Red","Tube"
"Central","Chigwell","Roding Valley","Red","Tube"
"Central","Debden","Loughton","Red","Tube"
"Central","East Acton","North Acton","Red","Tube"
"Central","Epping","Theydon Bois","Red","Tube"
"Central","Fairlop","Hainault","Red","Tube"
"Central","Gants Hill","Newbury Park","Red","Tube"
"Central","Grange Hill","Chigwell","Red","Tube"
"Central","Greenford","Northolt","Red","Tube"
"Central","Hainault","Grange Hill","Red","Tube"
"Central","Hanger Lane","Perivale","Red","Tube"
"Central","Holborn","Tottenham Court Road","Red","Tube"
"Central","Holland Park","Shepherds Bush","Red","Tube"
"Central","Lancaster Gate","Queensway","Red","Tube"
"Central","Leyton","Stratford","Red","Tube"
"Central","Leytonstone","Leyton","Red","Tube"
"Central","Leytonstone","Wanstead","Red","Tube"
"Central","Liverpool Street","Bank","Red","Tube"
"Central","Loughton","Buckhurst Hill","Red","Tube"
"Central","Marble Arch","Lancaster Gate","Red","Tube"
"Central","Mile End","Bethnal Green","Red","Tube"
"Central","Newbury Park","Barkingside","Red","Tube"
"Central","North Acton","Hanger Lane","Red","Tube"
"Central","North Acton","West Acton","Red","Tube"
"Central","Northolt","South Ruislip","Red","Tube"
"Central","Notting Hill Gate","Holland Park","Red","Tube"
"Central","Oxford Circus","Bond Street","Red","Tube"
"Central","Perivale","Greenford","Red","Tube"
"Central","Queensway","Notting Hill Gate","Red","Tube"
"Central","Redbridge","Gants Hill","Red","Tube"
"Central","Ruislip Gardens","West Ruislip","Red","Tube"
"Central","Shepherds Bush","White City","Red","Tube"
"Central","Snaresbrook","Leytonstone","Red","Tube"
"Central","South Ruislip","Ruislip Gardens","Red","Tube"
"Central","South Woodford","Snaresbrook","Red","Tube"
"Central","St. Pauls","Chancery Lane","Red","Tube"
"Central","Stratford","Mile End","Red","Tube"
"Central","Theydon Bois","Debden","Red","Tube"
"Central","Tottenham Court Road","Oxford Circus","Red","Tube"
"Central","Wanstead","Redbridge","Red","Tube"
"Central","West Acton","Ealing Broadway","Red","Tube"
"Central","White City","East Acton","Red","Tube"
"Central","Woodford","South Woodford","Red","Tube"
"Chiltern Railways","Chalfont and Latimer","Amersham","Turquoise","Train"
"Chiltern Railways","Chorleywood","Chalfont and Latimer","Turquoise","Train"
"Chiltern Railways","Harrow-on-the-Hill","Rickmansworth","Turquoise","Train"
"Chiltern Railways","Marylebone","Harrow-on-the-Hill","Turquoise","Train"
"Chiltern Railways","Marylebone","Wembley Stadium","Turquoise","Train"
"Chiltern Railways","Northolt Park","South Ruislip","Turquoise","Train"
"Chiltern Railways","Paddington","South Ruislip","Turquoise","Train"
"Chiltern Railways","Rickmansworth","Chorleywood","Turquoise","Train"
"Chiltern Railways","South Ruislip","West Ruislip","Turquoise","Train"
"Chiltern Railways","Sudbury and Harrow Road","Sudbury Hill Harrow","Turquoise","Train"
"Chiltern Railways","Sudbury Hill Harrow","Northolt Park","Turquoise","Train"
"Chiltern Railways","Wembley Stadium","Sudbury and Harrow Road","Turquoise","Train"
"Circle","Aldgate","Tower Hill","Yellow","Tube"
"Circle","Baker Street","Great Portland Street","Yellow","Tube"
"Circle","Barbican","Moorgate","Yellow","Tube"
"Circle","Bayswater","Paddington","Yellow","Tube"
"Circle","Blackfriars","Temple","Yellow","Tube"
"Circle","Cannon Street","Mansion House","Yellow","Tube"
"Circle","Edgware Road","Baker Street","Yellow","Tube"
"Circle","Embankment","Westminster","Yellow","Tube"
"Circle","Euston Square","Kings Cross St. Pancras","Yellow","Tube"
"Circle","Farringdon","Barbican","Yellow","Tube"
"Circle","Gloucester Road","High Street Kensington","Yellow","Tube"
"Circle","Goldhawk Road","Shepherds Bush Market","Yellow","Tube"
"Circle","Great Portland Street","Euston Square","Yellow","Tube"
"Circle","Hammersmith","Goldhawk Road","Yellow","Tube"
"Circle","High Street Kensington","Notting Hill Gate","Yellow","Tube"
"Circle","Kings Cross St. Pancras","Farringdon","Yellow","Tube"
"Circle","Ladbroke Grove","Westbourne Park","Yellow","Tube"
"Circle","Latimer Road","Ladbroke Grove","Yellow","Tube"
"Circle","Liverpool Street","Aldgate","Yellow","Tube"
"Circle","Mansion House","Blackfriars","Yellow","Tube"
"Circle","Monument","Cannon Street","Yellow","Tube"
"Circle","Moorgate","Liverpool Street","Yellow","Tube"
"Circle","Notting Hill Gate","Bayswater","Yellow","Tube"
"Circle","Paddington","Edgware Road","Yellow","Tube"
"Circle","Royal Oak","Paddington","Yellow","Tube"
"Circle","Shepherds Bush Market","Wood Lane","Yellow","Tube"
"Circle","Sloane Square","South Kensington","Yellow","Tube"
"Circle","South Kensington","Gloucester Road","Yellow","Tube"
"Circle","St. James's Park","Victoria","Yellow","Tube"
"Circle","Temple","Embankment","Yellow","Tube"
"Circle","Tower Hill","Monument","Yellow","Tube"
"Circle","Victoria","Sloane Square","Yellow","Tube"
"Circle","Westbourne Park","Royal Oak","Yellow","Tube"
"Circle","Westminster","St. James's Park","Yellow","Tube"
"Circle","Wood Lane","Latimer Road","Yellow","Tube"
"District","Acton Town","Ealing Common","Green","Tube"
"District","Aldgate East","Tower Hill","Green","Tube"
"District","Barking","East Ham","Green","Tube"
"District","Barons Court","Hammersmith","Green","Tube"
"District","Bayswater","Paddington","Green","Tube"
"District","Becontree","Upney","Green","Tube"
"District","Blackfriars","Temple","Green","Tube"
"District","Bow Church","Stepney Green","Green","Tube"
"District","Bow Road","Bow Church","Green","Tube"
"District","Bromley-by-Bow","Bow Road","Green","Tube"
"District","Cannon Street","Mansion House","Green","Tube"
"District","Chiswick Park","Acton Town","Green","Tube"
"District","Dagenham East","Dagenham Heathway","Green","Tube"
"District","Dagenham Heathway","Becontree","Green","Tube"
"District","Ealing Common","Ealing Broadway","Green","Tube"
"District","Earls Court","High Street Kensington","Green","Tube"
"District","Earls Court","Kensington","Green","Tube"
"District","Earls Court","West Brompton","Green","Tube"
"District","Earls Court","West Kensington","Green","Tube"
"District","East Ham","Upton Park","Green","Tube"
"District","East Putney","Southfields","Green","Tube"
"District","Elm Park","Dagenham East","Green","Tube"
"District","Embankment","Westminster","Green","Tube"
"District","Fulham Broadway","Parsons Green","Green","Tube"
"District","Gloucester Road","Earls Court","Green","Tube"
"District","Gunnersbury","Kew Gardens","Green","Tube"
"District","Hammersmith","Ravenscourt Park","Green","Tube"
"District","High Street Kensington","Notting Hill Gate","Green","Tube"
"District","Hornchurch","Elm Park","Green","Tube"
"District","Kew Gardens","Richmond","Green","Tube"
"District","Mansion House","Blackfriars","Green","Tube"
"District","Monument","Cannon Street","Green","Tube"
"District","Notting Hill Gate","Bayswater","Green","Tube"
"District","Paddington","Edgware Road","Green","Tube"
"District","Parsons Green","Putney Bridge","Green","Tube"
"District","Plaistow","West Ham","Green","Tube"
"District","Putney Bridge","East Putney","Green","Tube"
"District","Ravenscourt Park","Stamford Brook","Green","Tube"
"District","Sloane Square","South Kensington","Green","Tube"
"District","South Kensington","Gloucester Road","Green","Tube"
"District","Southfields","Wimbledon Park","Green","Tube"
"District","St. James's Park","Victoria","Green","Tube"
"District","Stamford Brook","Turnham Green","Green","Tube"
"District","Stepney Green","Whitechapel","Green","Tube"
"District","Temple","Embankment","Green","Tube"
"District","Tower Hill","Monument","Green","Tube"
"District","Turnham Green","Chiswick Park","Green","Tube"
"District","Turnham Green","Gunnersbury","Green","Tube"
"District","Upminster","Upminster Bridge","Green","Tube"
"District","Upminster Bridge","Hornchurch","Green","Tube"
"District","Upney","Barking","Green","Tube"
"District","Upton Park","Plaistow","Green","Tube"
"District","Victoria","Sloane Square","Green","Tube"
"District","West Brompton","Fulham Broadway","Green","Tube"
"District","West Ham","Bromley-by-Bow","Green","Tube"
"District","West Kensington","Barons Court","Green","Tube"
"District","Westminster","St. James's Park","Green","Tube"
"District","Whitechapel","Aldgate East","Green","Tube"
"District","Wimbledon Park","Wimbledon","Green","Tube"
"DLR","Abbey Road","West Ham","Turquoise","Light Rail"
"DLR","All Saints","Poplar","Turquoise","Light Rail"
"DLR","Beckton Park","Cyprus","Turquoise","Light Rail"
"DLR","Blackwall","East India","Turquoise","Light Rail"
"DLR","Bow Church","Devons Road","Turquoise","Light Rail"
"DLR","Canary Wharf","Heron Quays","Turquoise","Light Rail"
"DLR","Canning Town","Royal Victoria","Turquoise","Light Rail"
"DLR","Canning Town","West Silvertown","Turquoise","Light Rail"
"DLR","Crossharbour and London Arena","Mudchute","Turquoise","Light Rail"
"DLR","Custom House","Prince Regent","Turquoise","Light Rail"
"DLR","Cutty Sark for Maritime Greenwich","Greenwich","Turquoise","Light Rail"
"DLR","Cyprus","Gallions Reach","Turquoise","Light Rail"
"DLR","Deptford Bridge","Elverson Road","Turquoise","Light Rail"
"DLR","Devons Road","Langdon Park","Turquoise","Light Rail"
"DLR","East India","Canning Town","Turquoise","Light Rail"
"DLR","Elverson Road","Lewisham","Turquoise","Light Rail"
"DLR","Gallions Reach","Beckton","Turquoise","Light Rail"
"DLR","Greenwich","Deptford Bridge","Turquoise","Light Rail"
"DLR","Heron Quays","South Quay","Turquoise","Light Rail"
"DLR","Island Gardens","Cutty Sark for Maritime Greenwich","Turquoise","Light Rail"
"DLR","King George V","Woolwich Arsenal","Turquoise","Light Rail"
"DLR","Langdon Park","All Saints","Turquoise","Light Rail"
"DLR","Limehouse","Shadwell","Turquoise","Light Rail"
"DLR","London City Airport","King George V","Turquoise","Light Rail"
"DLR","Mudchute","Island Gardens","Turquoise","Light Rail"
"DLR","Pontoon Dock","London City Airport","Turquoise","Light Rail"
"DLR","Poplar","Blackwall","Turquoise","Light Rail"
"DLR","Poplar","West India Quay","Turquoise","Light Rail"
"DLR","Poplar","Westferry","Turquoise","Light Rail"
"DLR","Prince Regent","Royal Albert","Turquoise","Light Rail"
"DLR","Pudding Mill Lane","Bow Church","Turquoise","Light Rail"
"DLR","Royal Albert","Beckton Park","Turquoise","Light Rail"
"DLR","Royal Victoria","Custom House","Turquoise","Light Rail"
"DLR","Shadwell","Bank","Turquoise","Light Rail"
"DLR","Shadwell","Tower Gateway","Turquoise","Light Rail"
"DLR","South Quay","Crossharbour and London Arena","Turquoise","Light Rail"
"DLR","Star Lane","Canning Town","Turquoise","Light Rail"
"DLR","Stratford","Pudding Mill Lane","Turquoise","Light Rail"
"DLR","Stratford","Stratford High Street","Turquoise","Light Rail"
"DLR","Stratford High Street","Abbey Road","Turquoise","Light Rail"
"DLR","Stratford International","Stratford","Turquoise","Light Rail"
"DLR","West Ham","Star Lane","Turquoise","Light Rail"
"DLR","West India Quay","Canary Wharf","Turquoise","Light Rail"
"DLR","West Silvertown","Pontoon Dock","Turquoise","Light Rail"
"DLR","Westferry","Limehouse","Turquoise","Light Rail"
"Elizabeth","Acton Main Line","Ealing Broadway","Purple","Train"
"Elizabeth","Bond Street","Paddington","Purple","Train"
"Elizabeth","Brentwood","Harold Wood","Purple","Train"
"Elizabeth","Burnham","Taplow","Purple","Train"
"Elizabeth","Canary Wharf","Custom House","Purple","Train"
"Elizabeth","Chadwell Heath","Goodmayes","Purple","Train"
"Elizabeth","Custom House","Woolwich","Purple","Train"
"Elizabeth","Ealing Broadway","West Ealing","Purple","Train"
"Elizabeth","Farringdon","Tottenham Court Road","Purple","Train"
"Elizabeth","Forest Gate","Maryland","Purple","Train"
"Elizabeth","Gidea Park","Romford","Purple","Train"
"Elizabeth","Goodmayes","Seven Kings","Purple","Train"
"Elizabeth","Hanwell","Southall","Purple","Train"
"Elizabeth","Harold Wood","Gidea Park","Purple","Train"
"Elizabeth","Hayes and Harlington","Heathrow Terminals 1 2 3","Purple","Train"
"Elizabeth","Hayes and Harlington","West Drayton","Purple","Train"
"Elizabeth","Heathrow Terminals 1 2 3","Heathrow Terminal 4","Purple","Train"
"Elizabeth","Heathrow Terminals 1 2 3","Heathrow Terminal 5","Purple","Train"
"Elizabeth","Ilford","Manor Park","Purple","Train"
"Elizabeth","Iver","Langley","Purple","Train"
"Elizabeth","Langley","Slough","Purple","Train"
"Elizabeth","Liverpool Street","Farringdon","Purple","Train"
"Elizabeth","Maidenhead","Twyford","Purple","Train"
"Elizabeth","Manor Park","Forest Gate","Purple","Train"
"Elizabeth","Maryland","Stratford","Purple","Train"
"Elizabeth","Paddington","Acton Main Line","Purple","Train"
"Elizabeth","Romford","Chadwell Heath","Purple","Train"
"Elizabeth","Seven Kings","Ilford","Purple","Train"
"Elizabeth","Shenfield","Brentwood","Purple","Train"
"Elizabeth","Slough","Burnham","Purple","Train"
"Elizabeth","Southall","Hayes and Harlington","Purple","Train"
"Elizabeth","Stratford","Whitechapel","Purple","Train"
"Elizabeth","Taplow","Maidenhead","Purple","Train"
"Elizabeth","Tottenham Court Road","Bond Street","Purple","Train"
"Elizabeth","Twyford","Reading","Purple","Train"
"Elizabeth","West Drayton","Iver","Purple","Train"
"Elizabeth","West Ealing","Hanwell","Purple","Train"
"Elizabeth","Whitechapel","Canary Wharf","Purple","Train"
"Elizabeth","Whitechapel","Liverpool Street","Purple","Train"
"Elizabeth","Woolwich","Abbey Wood","Purple","Train"
"Great Northern","Alexandra Palace","Bowes Park","Blue","Train"
"Great Northern","Alexandra Palace","New Southgate","Blue","Train"
"Great Northern","Bowes Park","Palmers Green","Blue","Train"
"Great Northern","Drayton Park","Finsbury Park","Blue","Train"
"Great Northern","Enfield Chase","Gordon Hill","Blue","Train"
"Great Northern","Essex Road","Highbury and Islington","Blue","Train"
"Great Northern","Finsbury Park","Harringay","Blue","Train"
"Great Northern","Gordon Hill","Crews Hill","Blue","Train"
"Great Northern","Grange Park","Enfield Chase","Blue","Train"
"Great Northern","Harringay","Hornsey","Blue","Train"
"Great Northern","Highbury and Islington","Drayton Park","Blue","Train"
"Great Northern","Hornsey","Alexandra Palace","Blue","Train"
"Great Northern","King's Cross","Finsbury Park","Blue","Train"
"Great Northern","Moorgate","Old Street","Blue","Train"
"Great Northern","New Barnet","Hadley Wood","Blue","Train"
"Great Northern","New Southgate","Oakleigh Park","Blue","Train"
"Great Northern","Oakleigh Park","New Barnet","Blue","Train"
"Great Northern","Old Street","Essex Road","Blue","Train"
"Great Northern","Palmers Green","Winchmore Hill","Blue","Train"
"Great Northern","Winchmore Hill","Grange Park","Blue","Train"
"Great Western","Acton Main Line","Ealing Broadway","Dark green","Train"
"Great Western","Castle Bar Park","South Greenford","Dark green","Train"
"Great Western","Drayton Green","Castle Bar Park","Dark green","Train"
"Great Western","Ealing Broadway","West Ealing","Dark green","Train"
"Great Western","Hanwell","Southall","Dark green","Train"
"Great Western","Hayes and Harlington","West Drayton","Dark green","Train"
"Great Western","Paddington","Acton Main Line","Dark green","Train"
"Great Western","South Greenford","Greenford","Dark green","Train"
"Great Western","Southall","Hayes and Harlington","Dark green","Train"
"Great Western","West Ealing","Drayton Green","Dark green","Train"
"Great Western","West Ealing","Hanwell","Dark green","Train"
"Greater Anglia","Angel Road","Ponders End","Red","Train"
"Greater Anglia","Brentwood","Shenfield","Red","Train"
"Greater Anglia","Brimsdown","Enfield Lock","Red","Train"
"Greater Anglia","Cheshunt","Broxbourne","Red","Train"
"Greater Anglia","Edmonton Green","Cheshunt","Red","Train"
"Greater Anglia","Enfield Lock","Waltham Cross","Red","Train"
"Greater Anglia","Gidea Park","Harold Wood","Red","Train"
"Greater Anglia","Hackney Downs","Seven Sisters","Red","Train"
"Greater Anglia","Hackney Downs","Tottenham Hale","Red","Train"
"Greater Anglia","Harold Wood","Brentwood","Red","Train"
"Greater Anglia","Lea Bridge","Tottenham Hale","Red","Train"
"Greater Anglia","Liverpool Street","Hackney Downs","Red","Train"
"Greater Anglia","Liverpool Street","Stratford","Red","Train"
"Greater Anglia","Meridian Water","Angel Road","Red","Train"
"Greater Anglia","Northumberland Park","Meridian Water","Red","Train"
"Greater Anglia","Ponders End","Brimsdown","Red","Train"
"Greater Anglia","Romford","Gidea Park","Red","Train"
"Greater Anglia","Seven Kings","Romford","Red","Train"
"Greater Anglia","Seven Sisters","Edmonton Green","Red","Train"
"Greater Anglia","Stratford","Lea Bridge","Red","Train"
"Greater Anglia","Stratford","Seven Kings","Red","Train"
"Greater Anglia","Tottenham Hale","Northumberland Park","Red","Train"
"Greater Anglia","Waltham Cross","Cheshunt","Red","Train"
"Hammersmith and City","Aldgate East","Whitechapel","Pink","Tube"
